match_id,team_a,team_b,winner,match_score,game_scores,mvp
985147618069839924,Gr,ACT,Gr,2-0,7:2 | 4:4 | 7:2,Gr_Nle
985194184118894612,WBG,DOU5,DOU5,0-1,4:4 | 4:4 | 4:4 | 3:5,DOU5_silverzhi
986956263152680960,GW,Gr,Gr,0-2,3:5 | 3:5,Gr_ac
986980246273130499,ACT,GG,GG,0-2,1:8 | 3:6,GG_18
987016384104890375,TE,MRC,MRC,1-1,2:7 | 4:4 | 6:2,MRC_XC
987336999118569472,FPX.ZQ,DOU5,FPX.ZQ,2-0,4:4 | 8:1 | 7:2,FPX.ZQ_DongX
987371324507684905,Wolves,ACT,Wolves,2-1,7:2 | 3:5 | 5:3,Wolves_Dking
987405877493366793,Gr,WBG,Gr,1-1,6:3 | 3:5 | 4:4,Gr_Nle
987755986059001878,GW,WBG,GW,1-0,5:3 | 4:4 | 4:4,GW_Dragon
987789469638721539,GG,MRC,MRC,1-1,4:4 | 5:3 | 3:6,MRC_XC
989555766310469655,MRC,WBG,MRC,2-0,5:3 | 5:3,MRC_XC
989590731649712136,GG,DOU5,GG,2-1,7:2 | 1:8 | 5:3,GG_xawm
989624404226867224,TE,GW,TE,2-0,7:2 | 5:5 | 8:1,TE_ppei
989935596067618822,MRC,Wolves,MRC,1-0,4:4 | 4:4 | 7:2,MRC_XC
989962048747077637,Gr,FPX.ZQ,FPX.ZQ,0-2,3:6 | 2:7,FPX.ZQ_DongX
989996893867081752,GG,WBG,WBG,1-2,2:7 | 5:3 | 1:8,WBG_Alex
990295119188983832,FPX.ZQ,TE,TE,0-2,3:5 | 2:7,TE_ppei
990342758981959681,ACT,DOU5,DOU5,1-2,5:3 | 3:5 | 4:4 | 1:8,DOU5_Czai
990379571107856390,Gr,Wolves,Wolves,1-1,2:7 | 4:4 | 5:3,Wolves_ChoAi
992162115678633993,WBG,TE,TE,0-2,3:5 | 4:4 | 3:5,TE_ppei
992199189840527409,GW,ACT,GW,1-1,4:4 | 3:5 | 7:2,GW_D
992243294884855840,Gr,GG,Gr,1-1,5:3 | 4:4 | 3:5 | 4:4,Gr_Nle
992538917479645193,DOU5,Wolves,Wolves,0-1,3:5 | 4:4 | 4:4,Wolves_ChoAi
992563845440471040,GG,GW,GG,2-0,6:3 | 7:2,GG_xawm
992588468500561942,WBG,FPX.ZQ,WBG,2-0,7:2 | 8:1,WBG_Alex
992894244387553304,MRC,ACT,MRC,2-0,5:3 | 7:2,MRC_XC
992941514831167496,Gr,DOU5,DOU5,0-1,4:4 | 4:4 | 4:4 | 2:7,DOU5_Yan
992977532425863202,Wolves,TE,Wolves,2-1,3:6 | 7:2 | 5:3,Wolves_ChoAi
994765806484062209,WBG,ACT,WBG,2-0,5:3 | 4:4 | 7:2,WBG_Alex
994802627262808064,MRC,Gr,MRC,1-0,4:4 | 5:3 | 5:5,MRC_XC
994828319759269897,GW,FPX.ZQ,FPX.ZQ,0-2,3:5 | 3:6,FPX.ZQ_DongX
995132669710827556,TE,Gr,Gr,0-2,3:6 | 4:4 | 3:5,Gr_Nle
995167046653181969,ACT,FPX.ZQ,FPX.ZQ,0-1,3:5 | 4:4 | 4:4,FPX.ZQ_DongX
995202411390828552,MRC,DOU5,MRC,2-1,3:6 | 8:1 | 5:3,MRC_XC
995501066208411664,GG,TE,GG,1-0,4:4 | 8:1 | 4:4,GG_xawm
995536263501053961,GW,DOU5,DOU5,0-2,3:5 | 4:4 | 2:7,DOU5_Yan
995561814271983617,Wolves,WBG,Wolves,2-0,6:3 | 8:1,Wolves_ChoAi
997361384053276679,Wolves,DOU5,DOU5,0-1,2:7 | 4:4 | 4:4,DOU5_Yan
997397259905663008,ACT,GW,ACT,1-1,3:6 | 4:4 | 10:0,ACT_Gougou
997431563819941896,TE,WBG,WBG,0-2,4:4 | 3:5 | 2:6,WBG_Persica
997729733336629282,GW,GG,GG,0-2,4:4 | 3:5 | 2:7,GG_xawm
997757075112067077,DOU5,Gr,Gr,0-2,2:7 | 0:10,Gr_Jin
997796176494329859,TE,Wolves,Wolves,1-2,5:3 | 2:7 | 2:7,Wolves_ChoAi
998099779125772290,FPX.ZQ,WBG,WBG,1-2,6:3 | 2:6 | 3:5,WBG_Alex
998123607626350597,ACT,MRC,MRC,0-2,1:8 | 3:5,MRC_Nanako
998149300101840903,GG,Gr,Gr,0-2,3:6 | 2:7,Gr_Jin
999943574251372547,Gr,TE,Gr,2-0,5:3 | 6:3,Gr_AK
999970898831212595,FPX.ZQ,ACT,FPX.ZQ,2-0,5:3 | 8:1,FPX.ZQ_fulan
