match_id,team_a,team_b,winner,match_score,game_scores,mvp
810757025099153417,FPX.ZQ,Gr,Gr,0-2,2:6 | 4:4 | 3:5,Gr_AK
812928856917803032,TE,Wolves,Wolves,1-1,4:4 | 1:8 | 7:2,Wolves_ChoAi
812952457766240291,Gr,MRC,Gr,2-0,5:3 | 6:2,Gr_SuperRich
812975040964329488,GW,ACT,GW,2-0,7:2 | 6:2,GW_XingChen
813309863728775175,FPX.ZQ,GG,GG,0-1,4:4 | 4:4 | 4:4 | 3:5,GG_kucao
813344880340238341,ACT,WBG,ACT,2-1,7:2 | 2:7 | 5:3,ACT_yue
813367574955819049,DOU5,MRC,MRC,0-2,2:7 | 2:7,MRC_XC
813659834584924200,TE,Gr,Gr,0-2,3:5 | 3:5,Gr_SuperRich
813705782405103648,FPX.ZQ,DOU5,DOU5,1-1,5:3 | 3:5 | 5:5 | 4:4,DOU5_DongX
813738574216167449,WBG,Wolves,Wolves,1-1,1:8 | 4:4 | 5:3,Wolves_ChoAi
815527574124888087,ACT,MRC,MRC,0-2,4:4 | 3:5 | 2:7,MRC_XiaoD
815568951863935024,TE,WBG,WBG,1-2,5:3 | 3:5 | 3:5,WBG_Long
815594004384055302,GW,DOU5,GW,1-0,5:3 | 4:4 | 4:4,GW_YinL
815897375109283912,Gr,GG,GG,1-1,2:7 | 6:2 | 4:4,GG_ppxia
815931721962749959,Wolves,MRC,MRC,0-1,5:5 | 4:4 | 1:8,MRC_XC
815979718241157169,FPX.ZQ,WBG,FPX.ZQ,1-1,3:5 | 4:4 | 5:3 | 4:4,FPX.ZQ_SanS
816267425196539960,DOU5,Wolves,Wolves,0-2,3:5 | 4:4 | 0:10,Wolves_Huan
816299465659908132,GG,ACT,GG,2-1,5:3 | 3:5 | 5:3,GG_ppxia
816336793213337639,GW,FPX.ZQ,GW,2-1,5:3 | 2:6 | 5:3,GW_D
818126226920046616,MRC,ACT,ACT,1-1,2:7 | 5:3 | 4:4,ACT_Maom
818148869981339665,DOU5,GW,DOU5,2-0,5:3 | 7:2,DOU5_DongX
818183135232524294,WBG,TE,TE,0-2,3:5 | 4:4 | 1:8,TE_huahua
818501126025379859,GG,Gr,Gr,0-1,4:4 | 3:5 | 4:4,Gr_AK
818533402955218961,MRC,Wolves,Wolves,0-2,4:4 | 3:5 | 3:5,Wolves_Jelly
818560014332461077,WBG,FPX.ZQ,FPX.ZQ,0-2,3:5 | 2:6,FPX.ZQ_Regesi
818857599721013271,Wolves,DOU5,DOU5,0-2,3:5 | 3:5,DOU5_DongX
818893613021790240,ACT,GG,ACT,1-1,3:5 | 4:4 | 7:2,ACT_yue
818931821301465090,FPX.ZQ,GW,FPX.ZQ,1-0,5:5 | 4:4 | 5:3,FPX.ZQ_bo1
820718368519618583,MRC,GW,MRC,2-0,4:4 | 8:1 | 8:1,MRC_XC
820754278741180448,TE,GG,GG,0-2,4:4 | 3:5 | 3:5,GG_xawm
820789214027186214,Gr,FPX.ZQ,Gr,2-0,4:4 | 5:3 | 7:2,Gr_AK
821081576743895063,WBG,DOU5,DOU5,0-2,3:5 | 3:5,DOU5_DongX
821124384682934281,GW,Wolves,Wolves,1-1,5:3 | 3:5 | 4:4 | 4:4,Wolves_487
821156261922865185,ACT,TE,ACT,1-1,4:4 | 3:5 | 7:2,ACT_yue
821450802177507330,GG,Wolves,Wolves,0-2,3:5 | 2:7,Wolves_ChoAi
821474514715017256,MRC,FPX.ZQ,MRC,2-0,6:2 | 8:1,MRC_XC
821517880983027720,ACT,Gr,ACT,1-1,3:6 | 4:4 | 6:3 | 4:4,ACT_Maom
823316690594955399,ACT,DOU5,DOU5,0-1,2:7 | 5:5 | 4:4,DOU5_DongX
823340244195606537,WBG,GG,GG,0-2,1:8 | 3:6,.GG_xawm
823362818556297315,TE,GW,GW,0-2,2:7 | 3:5,GW_D
823681157241503750,GG,DOU5,GG,2-0,6:3 | 7:2,GG_xawm
823702748283273256,MRC,WBG,MRC,2-0,8:1 | 8:1,MRC_XC
823726095470690392,Gr,GW,Gr,2-0,5:3 | 6:2,Gr_SuperRich
824071251943227425,ACT,FPX.ZQ,ACT,1-0,4:4 | 4:4 | 4:4 | 6:2,ACT_xen
824094809817874518,TE,MRC,MRC,0-2,0:10 | 2:7,MRC_XC
824136544011944019,Gr,Wolves,Gr,2-1,5:3 | 4:4 | 3:5 | 5:3,Gr_ac
825914729191964740,Wolves,ACT,Wolves,2-1,3:5 | 7:2 | 6:3,Wolves_Jelly
825958310245040136,TE,FPX.ZQ,TE,1-0,4:4 | 4:4 | 4:4 | 5:3,TE_Libao
825980137261498392,GW,GG,GG,0-2,3:5 | 1:8,GG_xawm
826296276929740837,WBG,Gr,Gr,0-1,4:4 | 4:4 | 4:4 | 2:6,Gr_SuperRich
826329528566546448,TE,DOU5,DOU5,0-2,2:6 | 4:4 | 3:5,DOU5_ZYJ
826361826960736291,MRC,GG,MRC,1-0,5:5 | 4:4 | 8:1,MRC_XC
826646673247698977,Gr,DOU5,Gr,2-0,5:3 | 8:1,Gr_AK
826679920573808742,WBG,GW,GW,0-2,4:4 | 1:8 | 3:5,GW_D
826709976770674738,FPX.ZQ,Wolves,Wolves,0-2,0:10 | 4:4 | 2:7,Wolves_ChoAi
828502631691321414,Wolves,TE,Wolves,2-0,6:3 | 10:0,Wolves_ChoAi
828524926859214887,MRC,Gr,MRC,2-0,5:3 | 8:1,MRC_Nanako
828545817585385504,ACT,GW,,0-2,3:5 | 3:5,GW_Tea
828883419194720290,Gr,TE,Gr,1-1,8:1 | 3:5 | 4:4,Gr_heart
828929628749955110,DOU5,FPX.ZQ,DOU5,2-1,4:4 | 5:3 | 3:5 | 5:3,DOU5_silverzhi
828951906728542215,Wolves,WBG,Wolves,2-0,8:1 | 8:1,Wolves_ChoAi
829244570104496161,MRC,DOU5,DOU5,0-2,2:6 | 3:5,DOU5_ZYJ
829276902625640496,GG,FPX.ZQ,GG,1-0,4:4 | 4:4 | 5:3,GG_fulan
829314251644469271,WBG,ACT,ACT,1-2,3:5 | 5:3 | 2:6,ACT_xen
833329844205912112,Wolves,GW,Wolves,1-0,4:4 | 4:4 | 4:4 | 5:3 | 4:4,Wolves_487
833376174040154147,GG,MRC,GG,3-0,8:1 | 5:3 | 4:4 | 7:2,GG_xawm
833410026950361152,Gr,DOU5,Gr,3-0,5:3 | 5:3 | 7:2,Gr_SuperRich
833728331289460743,MRC,Wolves,MRC,3-1,3:5 | 4:4 | 7:2 | 5:3 | 3:1,MRC_Nanako
833782623970000902,Gr,GG,,1-2,5:3 | 1:8 | 4:4 | 2:7 | 2:2,GG_18
834098720658161682,MRC,DOU5,DOU5,1-2,3:5 | 4:4 | 5:3 | 4:4 | 1:8,DOU5_DongX
834140081193222150,Gr,DOU5,,3-0,5:3 | 5:3 | 7:2,Gr_AK
